gppd_idnr,name,lat,lon,capacity_mw,primary_fuel,type
USA0060467,Red Rock,32.551,-111.2892,40.0,Solar,solar
USA0010700,Red Shield Envir Old Town Facility,44.9181,-68.6355,28.5,Waste,waste
USA0060129,Red Toad 1425 A Powatan Road  LLC,35.6042,-78.3709,2.0,Solar,solar
USA0062131,Red Toad 4451 Buffalo Road  LLC,35.5574,-78.2973,2.0,Solar,solar
USA0062204,Red Toad 5840 Buffalo Road  LLC,35.5729,-78.3023,2.0,Solar,solar
USA0001926,Red Wing,44.5692,-92.5169,23.0,Waste,waste
USA0060796,Red Wing Community Solar,44.5351,-92.5161,4.9,Solar,solar
USA0061221,Redbed Plains Wind Farm,35.2908,-97.854,99.1,Wind,wind
USA0001638,Redbridge,42.176,-72.4095,3.6,Hydro,hydro
USA0061007,Redbrook Community Solar 1,41.8291,-70.6148,4.0,Solar,solar
USA0055463,Redbud Power Plant,35.6856,-97.2264,1433.6,Gas,gas
USA0058831,Redcrest Solar Farm,35.3219,-118.8128,16.6,Solar,solar
USA0007307,Redding Power,40.5073,-122.4233,183.1,Gas,gas
USA0050267,Redlands Water & Power,39.0673,-108.5928,1.4,Hydro,hydro
USA0059114,Redmon Solar Farm LLC,35.7108,-80.6658,2.0,Solar,solar
USA0061901,Redstone Arsenal Hybrid,34.611,-86.6116,11.0,Solar,solar
USA0061946,Redwing Solar,34.2744,-79.8875,2.0,Solar,solar
USA0060490,Redwood 4 Solar Farm,35.3142,-118.8119,20.0,Solar,solar
USA0002009,Redwood Falls,44.5431,-95.1178,8.5,Gas,gas
USA0056414,Redwood Falls Wind,44.5028,-95.175,3.4,Wind,wind
USA0063074,Reedley Community College Solar,36.6056,-119.4577,2.6,Solar,solar
USA0002450,Reeves,35.171,-106.6019,154.0,Gas,gas
USA0059278,Reeves South,39.9267,-74.8136,1.0,Solar,solar
USA0058030,Reeves Station Rd East,39.9283,-74.8144,5.4,Solar,solar
USA0062423,Regeneron Pharmaceuticals Inc.,41.0787,-73.8223,15.4,Oil,oil
USA0062456,Regeneron Tarrytown,41.078,-73.8206,1.5,Gas,gas
USA0050225,Regional Waste Systems,43.6556,-70.3347,13.3,Waste,waste
USA0056134,Regional Wastewater Control Facility,37.9369,-121.3294,4.8,Biomass,biomass
USA0057650,Regulus Solar Project,35.3,-118.8519,60.0,Solar,solar
USA0059029,Rehoboth Solar,41.9017,-71.2425,2.0,Solar,solar
USA0007838,Remington,38.5442,-77.7714,705.5,Gas,gas
USA0059685,Remington Solar Facility,38.5483,-77.7764,20.0,Solar,solar
USA0000174,Remmel,34.4272,-92.8941,9.0,Hydro,hydro
USA0055402,Renaissance Power Plant,43.1864,-84.8429,782.0,Gas,gas
USA0060625,Renew Canal 1 CSG LLC,41.767,-70.5212,1.2,Solar,solar
USA0057249,Renewable Energy Services of Ohio,41.3362,-82.602,2.4000000000000004,Waste,waste
USA0061383,Rengstorf Solar CSG,44.2595,-94.2891,5.0,Solar,solar
USA0056420,Renick Run Pumping Station 03-04,39.9294,-83.012,2.8,Oil,oil
USA0001038,Rensselaer City Light Plant,40.9395,-87.1545,21.8,Gas,gas
USA0054034,Rensselaer Cogen,42.6253,-73.75,88.2,Gas,gas
USA0061799,Rensselaer Solar Site 2,40.9498,-87.1482,4.0,Solar,solar
USA0058870,Rentech Nitrogen Pasadena Cogeneration,29.7394,-95.1947,15.4,Cogeneration,cogeneration
USA0003779,Reusens,37.4639,-79.1856,12.5,Hydro,hydro
USA0058865,Reventure Park,35.2944,-80.9989,3.5,Waste,waste
USA0000965,Reynolds,39.8069,-89.6417,17.5,Oil,oil
USA0050933,Rhinelander Mill,45.6394,-89.4205,21.3,Gas,gas
USA0052024,Rhode Island Hospital,41.8103,-71.41,10.4,Gas,gas
USA0055107,Rhode Island State Energy Center,41.8017,-71.5186,596.0,Gas,gas
USA0002730,Rhodhiss,35.7742,-81.4378,25.5,Hydro,hydro
USA0056835,Ribeye Wind (11) LLC,35.8119,-101.9789,10.0,Wind,wind
USA0050054,Rice University,29.721,-95.3954,6.9,Gas,gas
USA0056079,Riceland Foods Cogeneration Plant,34.5136,-91.5331,18.0,Biomass,biomass
USA0006132,Richard B Russell,34.0256,-82.5953,628.0,Hydro,hydro
USA0056321,Richard Burdette Geothermal,39.3908,-119.7546,30.0,Geothermal,geothermal
USA0054936,Richard J Donovan Correctional Facility,32.5836,-116.9309,2.6,Gas,gas
USA0007314,Richard M Flynn,40.8158,-73.064,164.0,Gas,gas
USA0061972,Richardson Solar,33.2777,-81.3517,3.6,Solar,solar
USA0002880,Richland,41.3052,-84.3346,450.0,Gas,gas
USA0060513,Richland,32.089,-84.6635,1.0,Solar,solar
USA0058834,Richland Center Renewable Energy LLC,43.3144,-90.3731,1.8,Biomass,biomass
USA0056122,Richland County Landfill,34.103,-80.7905,8.9,Waste,waste
USA0059874,Richland Solar Center,32.638,-83.3789,20.0,Solar,solar
USA0007335,Richmond,39.8396,-84.9657,82.8,Gas,gas
USA0061427,Richmond CSG,45.4586,-94.5138,5.0,Solar,solar
USA0052109,Richmond Cogen,37.9418,-122.3909,155.6,Gas,gas
USA0057897,Richmond Energy,37.5058,-77.3739,6.4,Waste,waste
USA0003168,Richmond Generating Station,39.9845,-75.0752,131.6,Oil,oil
USA0062884,Richmond Hayes Solar,33.364,-82.022,2.3,Solar,solar
USA0062301,Richmond NMCA,41.4402,-71.7154,4.0,Solar,solar
USA0062770,Richmond Solar Park 3,39.839,-84.8256,6.7,Solar,solar
USA0061729,Richmond Solar Site 2,39.8335,-84.8162,7.5,Solar,solar
USA0063553,Richmond University Medical Center,40.6359,-74.1058,1.6,Oil,oil
USA0055741,Ridge Crest Wind Partners,40.9459,-103.162,29.7,Wind,wind
USA0060659,Ridgeland Solar Project,32.465,-80.961,10.0,Solar,solar
USA0054931,Ridgetop,35.074,-118.3153,46.8,Wind,wind
USA0010597,Ridgetop Energy LLC,35.0697,-118.3167,29.0,Wind,wind
USA0055925,Ridgeview,44.175,-87.8285,6.4,Waste,waste
USA0057386,Ridgewind,44.0189,-96.0653,25.3,Wind,wind
USA0050365,Ridgewood Providence Power,41.8069,-71.53,6.4,Waste,waste
USA0010755,Rifle Generating Station,39.5173,-107.7299,84.0,Gas,gas
USA0056503,Riley Generating Station,42.8333,-86.0053,10.0,Gas,gas
USA0063369,Riley Road LLC,41.4691,-74.0784,4.0,Solar,solar
USA0060702,Rincon Solar I,32.2929,-81.2844,18.4,Solar,solar
USA0057685,Rinehart,28.7706,-81.3533,10.0,Solar,solar
USA0060329,Ringer Hill Wind Farm  LLC,39.7447,-79.1881,39.9,Wind,wind
USA0002631,Rio,41.4625,-74.7578,10.8,Hydro,hydro
USA0055039,Rio Bravo,35.026,-106.644,150.0,Gas,gas
USA0010767,Rio Bravo Fresno,36.6889,-119.7232,28.0,Waste,waste
USA0050037,Rio Bravo Hydro Project,35.43,-118.8222,14.0,Hydro,hydro
USA0010772,Rio Bravo Rocklin,38.8319,-121.3137,27.9,Waste,waste
USA0059249,Rio Bravo Solar 1 LLC,35.4161,-119.6825,20.0,Solar,solar
USA0059250,Rio Bravo Solar II LLC,35.4225,-119.6292,20.0,Solar,solar
USA0061865,Rio Bravo Windpower  LLC,26.649,-99.0387,237.6,Wind,wind
USA0060198,Rio Communities Solar Energy Center,34.5826,-106.683,10.0,Solar,solar
USA0062597,Rio De Oro Solar Energy Center,34.692,-106.688,10.0,Solar,solar
USA0002444,Rio Grande,31.8047,-106.5472,398.3,Gas,gas
USA0054338,Rio Grande Valley Sugar Growers,26.2697,-97.867,24.9,Waste,waste
USA0000482,Rio Hondo,34.0047,-118.0992,1.9,Hydro,hydro
USA0055137,Rio Nogales Power Project,29.5931,-97.9732,940.2,Gas,gas
USA0058589,Rio Rancho High School,35.2644,-106.6678,1.0,Solar,solar
USA0063184,Rio Rancho Solar Energy Center,35.1048,-106.4824,10.0,Solar,solar
USA0059044,Rio Rico Solar,31.5,-111.0081,6.0,Solar,solar
USA0056135,Ripon Generation Station,37.7315,-121.116,121.0,Gas,gas
USA0057830,Rippey Wind Farm,42.0061,-94.2378,50.0,Wind,wind
USA0060493,Rising Paper,42.2286,-73.3445,2.5,Solar,solar
USA0057621,Rising Tree Wind Farm,35.0775,-118.2183,79.2,Wind,wind
USA0059235,Rising Tree Wind Farm II,35.0889,-118.2064,19.8,Wind,wind
USA0059236,Rising Tree Wind Farm III,35.0606,-118.2433,99.0,Wind,wind
USA0006462,River Bend,30.757,-91.3327,1035.9,Nuclear,nuclear
USA0060058,River Bend Solar  LLC,34.8315,-87.8422,75.0,Solar,solar
USA0061289,River Bend Solar  LLC,45.7038,-109.5652,2.0,Solar,solar
USA0001084,River Hills,41.5902,-93.6195,128.0,Gas,gas
USA0003049,River Mill,45.3,-122.35,18.8,Hydro,hydro
USA0059747,River Mountains Solar,36.0316,-114.9294,14.4,Solar,solar
USA0007605,River Road Gen Plant,45.6497,-122.7256,248.0,Gas,gas
USA0060487,River Road Solar  LLC,36.351,-76.842,5.0,Solar,solar
USA0001740,River Rouge,42.2739,-83.1119,368.9,Coal,coal
USA0061947,River Solar,34.1078,-80.1281,2.0,Solar,solar
USA0060843,River Terminal Development Solar,40.7278,-74.1142,2.7,Solar,solar
USA0010671,River Valley,35.1931,-94.6458,350.0,Coal,coal
USA0052168,Riverbay,40.87,-73.8244,43.5,Gas,gas
USA0057019,Riverbend Landfill,45.1672,-123.2511,4.8,Waste,waste
USA0058789,Riverhead,40.8261,-73.2322,1.5,Solar,solar
USA0062017,Riverhead Solar Farm,40.923,-72.7645,20.0,Solar,solar
USA0001081,Riverside,41.54,-90.4481,136.0,Gas,gas
USA0001927,Riverside (MN),45.0203,-93.2753,585.9,Gas,gas
USA0004940,Riverside (OK),35.9978,-95.9567,1121.7,Gas,gas
USA0055641,Riverside Energy Center,42.5831,-89.0358,674.9000000000001,Gas,gas
USA0056143,Riverside Energy Resource Center,33.9636,-117.4528,196.0,Gas,gas
USA0055198,Riverside Generating LLC,38.1917,-82.6046,1150.0,Gas,gas
USA0001607,Riverside Holyoke,42.2006,-72.5944,6.9,Hydro,hydro
USA0059877,Riverside RWQCP Fuel Cell,33.9617,-117.4559,1.4,Biomass,biomass
USA0058036,Riverside Renewable Energy LLC,39.9031,-75.1258,7.5,Solar,solar
USA0001239,Riverton,37.0726,-94.6987,300.2,Gas,gas
USA0055963,Riverview Energy Center,38.0144,-121.7907,47.0,Gas,gas
USA0054057,Riverview Energy Systems,42.1661,-83.2129,6.6,Waste,waste
USA0063092,Riverview Solar,40.6658,-103.1324,1.5,Solar,solar
USA0054816,Riverwood 100 Building,33.8775,-84.4603,1.1,Oil,oil
USA0054464,Riverwood International Macon Mill,32.7714,-83.6281,73.4,Waste,waste
USA0000619,Riviera,26.7653,-80.0525,1295.0,Gas,gas
USA0057338,Roadrunner Solar,31.7928,-106.6733,20.2,Solar,solar
USA0002758,Roanoke Rapids,36.4789,-77.6722,100.0,Hydro,hydro
USA0010881,Roaring Creek Water Power,40.8821,-121.9484,2.0,Hydro,hydro
USA0050230,Robbins Lumber,44.3331,-69.2019,3.2,Oil,oil
USA0000433,Robbs Peak,38.8965,-120.3783,25.5,Hydro,hydro
USA0063480,Roberds Garden CSG,44.2995,-93.2391,1.0,Solar,solar
USA0001383,Robert A Reid,37.6461,-87.5019,194.8,Gas,gas
USA0007200,Robert D Willis,30.7975,-94.1756,8.0,Hydro,hydro
USA0002693,Robert Moses Niagara,43.1427,-79.0394,2429.1000000000004,Hydro,hydro
USA0002694,Robert Moses Power Dam,45.0038,-74.7994,912.0,Hydro,hydro
USA0056374,Robert Mueller Energy Center,30.305,-97.7077,6.1,Gas,gas
USA0057579,Robert O Schulz Solar Farm,37.8583,-120.8917,1.3,Solar,solar
USA0007872,Robert P Mone Plant,40.9297,-84.7392,594.0,Gas,gas
USA0002985,Robert S Kerr,35.3445,-94.7755,110.0,Hydro,hydro
USA0059763,Robeson County LFG to Energy,34.791,-78.9088,2.0,Waste,waste
USA0007348,Robins,32.5792,-83.5822,183.8,Gas,gas
USA0058377,Rochelle Energy Center,41.9247,-88.9986,4.800000000000001,Waste,waste
USA0002639,Rochester 2,43.1611,-77.615,8.5,Hydro,hydro
USA0002638,Rochester 26,43.1522,-77.6098,3.0,Hydro,hydro
USA0002641,Rochester 5,43.1803,-77.6278,43.6,Hydro,hydro
USA0002007,Rochester Hydro,44.213,-92.4802,2.6,Hydro,hydro
USA0000275,Rock Creek,39.9052,-121.3452,126.0,Hydro,hydro
USA0058142,Rock Creek Dairy,42.5003,-114.615,3.2,Biomass,biomass
USA0050987,Rock Creek I,42.6325,-114.5388,2.1,Hydro,hydro
USA0010809,Rock Creek II,42.6207,-114.5315,1.9,Hydro,hydro
USA0050892,Rock Creek LP,38.7834,-120.7785,3.0,Hydro,hydro
USA0060655,Rock Creek Wind Project,40.4,-95.2,300.0,Wind,wind
USA0061261,Rock Falls Wind Farm LLC,36.9272,-97.4271,154.5,Wind,wind
USA0058347,Rock Farm,34.9656,-79.6097,5.0,Solar,solar
USA0058241,Rock Hall,39.1444,-76.2316,1.0,Solar,solar
USA0006200,Rock Island,47.3461,-120.0917,629.4,Hydro,hydro
USA0006741,Rock Lake CT,45.8054,-92.9718,25.0,Oil,oil
USA0001181,Rock Rapids,43.4294,-96.1692,2.5,Oil,oil
USA0004057,Rock River,42.5831,-89.0259,168.9,Gas,gas
USA0055740,Rock River I LLC,41.7172,-106.1077,50.0,Wind,wind
USA0059319,Rock Solid,40.2297,-74.2258,8.2,Solar,solar
USA0055391,RockGen Energy Center,42.9767,-89.0492,561.0,Gas,gas
USA0059811,Rockfish Solar LLC,38.5915,-76.8749,10.3,Solar,solar
USA0001180,Rockford,43.0489,-92.9468,2.9000000000000004,Oil,oil
USA0058643,Rockford Solar Farm,42.1753,-89.0883,2.6,Solar,solar
USA0055116,Rockingham County CT Station,36.3297,-79.8297,977.5,Gas,gas
USA0060106,Rockingham Solar  LLC,34.9807,-79.6037,5.0,Solar,solar
USA0062619,Rockland Bakery Inc.,41.1906,-74.0651,1.6,Gas,gas
USA0059090,Rockland Solar CSG,42.0892,-70.8978,2.0,Solar,solar
USA0057766,Rockland Wind Farm,42.6747,-112.9019,79.2,Wind,wind
USA0006166,Rockport,37.9256,-87.0372,2600.0,Coal,coal
USA0060217,Rocksprings,29.7275,-100.7943,149.3,Wind,wind
USA0000903,Rockton,42.4511,-89.0756,1.1,Hydro,hydro
USA0056692,Rockville 1 & 2,37.7036,-77.6639,10.800000000000004,Oil,oil
USA0058942,Rockville Solar I LLC,39.7631,-86.3011,2.8,Solar,solar
USA0058953,Rockville Solar II  LLC,39.7669,-86.3,2.7,Solar,solar
USA0058668,Rockwell Solar LLC,35.5417,-80.4747,3.5,Solar,solar
USA0007824,Rockwood,32.9553,-115.5364,49.8,Oil,oil
USA0050228,Rocky Brook Hydroelectric,47.7197,-122.9431,1.6,Hydro,hydro
USA0006516,Rocky Ford,38.0492,-103.7136,10.0,Oil,oil
USA0050468,Rocky Mount Mill,35.9601,-77.8024,1.6,Hydro,hydro
USA0055835,Rocky Mountain Energy Center,40.0908,-104.5953,685.0999999999999,Gas,gas
USA0006189,Rocky Mountain Hydroelectric Plant,34.3555,-85.3039,847.8000000000001,Hydro,hydro
USA0003883,Rocky Reach,47.5336,-120.2953,1299.6,Hydro,hydro
USA0058078,Rocky Ridge Wind Project,35.1356,-99.0031,148.8,Wind,wind
USA0000539,Rocky River (CT),41.5826,-73.4349,31.0,Hydro,hydro
USA0003305,Rocky River (SC),34.2572,-82.6097,3.9,Hydro,hydro
USA0055109,Rocky Road Power LLC,42.0931,-88.2397,415.5,Gas,gas
USA0058751,Rodeo Solar C2,34.7133,-118.2894,1.5,Solar,solar
USA0058752,Rodeo Solar D2,34.7133,-118.2894,1.5,Solar,solar
USA0058089,Roeder Family Wind Farm LLC,43.2972,-93.2833,1.6,Wind,wind
USA0057524,Roger Road WWTP,32.2894,-111.0331,1.1,Solar,solar
USA0001716,Rogers,43.613,-85.4795,6.8,Hydro,hydro
USA0006373,Rokeby,40.7316,-96.7364,266.1,Gas,gas
USA0050351,Rolfe Canal Hydro,43.2746,-71.604,4.3,Hydro,hydro
USA0058297,Roll Delano,35.7342,-119.2367,1.1,Gas,gas
USA0058296,Roll Delano 2,35.7397,-119.2381,1.0,Gas,gas
USA0058298,Roll Lost Hills,35.6531,-119.8897,1.1,Gas,gas
USA0060705,Rolla Solar Farm (MO),37.9853,-91.7169,2.8,Solar,solar
USA0056842,Rolling Hills,43.0572,-105.8543,115.8,Wind,wind
USA0055401,Rolling Hills Generating,39.0839,-82.3328,977.5,Gas,gas
USA0057501,Rolling Hills Wind Farm,41.1973,-94.7744,443.9,Wind,wind
USA0057045,Rolling Thunder Wind Farm Hybrid,44.4778,-99.1339,25.8,Wind,wind
USA0062037,Rollingstone Holdco CSG,44.1144,-91.7912,5.0,Solar,solar
USA0000034,Rollins,39.1343,-120.9533,12.1,Hydro,hydro
USA0056990,Rollins Wind Project,45.346,-68.3802,60.0,Wind,wind
USA0054418,Rollinsford,43.2361,-70.8172,1.4,Hydro,hydro
USA0057465,Romark PA Solar,40.9361,-76.0389,1.8,Solar,solar
USA0000149,Roosevelt,33.6711,-111.1618,36.0,Hydro,hydro
USA0007832,Roosevelt Biogas 1,45.8015,-120.1672,36.5,Waste,waste
USA0058771,Roosevelt County,33.9261,-103.5111,250.0,Wind,wind
USA0060761,Roper Farm  LLC,35.1875,-81.4407,5.0,Solar,solar
USA0057953,Roquette America,40.3892,-91.3942,84.4,Gas,gas
USA0056593,Roscoe Wind Farm LLC,32.4694,-100.6664,209.0,Wind,wind
USA0059375,Rose Hill,34.8239,-77.9697,2.0,Solar,solar
USA0056469,Roseburg Forest Products Biomass,41.4356,-122.3769,13.4,Waste,waste
USA0057911,Roseburg LFG,43.1861,-123.3803,1.6,Waste,waste
USA0062130,Roseman,41.371,-94.7539,1.8,Wind,wind
USA0050555,Rosemary Power Station,36.4517,-77.6594,180.0,Oil,oil
USA0060714,Rosemount Community Solar,44.7224,-93.0229,5.0,Solar,solar
USA0008006,Roseton Generating Facility,41.5738,-73.9663,1242.0,Gas,gas
USA0056298,Roseville Energy Park,38.7928,-121.3811,165.0,Gas,gas
USA0007452,Roseville Power Plant #2,38.8107,-121.3238,66.0,Gas,gas
USA0062114,Roseville Solar,38.7918,-121.3853,1.0,Solar,solar
USA0061520,Rosewood Solar,35.4375,-78.1071,2.0,Solar,solar
USA0006202,Ross,48.7326,-121.0679,450.0,Hydro,hydro
USA0063478,Ross Hall Central Utility Plant,38.9002,-77.0508,4.6,Gas,gas
USA0060406,Roswell Solar  LLC,33.4529,-104.4611,70.0,Solar,solar
USA0057240,Roth Rock North Wind Farm  LLC,39.2872,-79.4344,10.0,Wind,wind
USA0057239,Roth Rock Wind Farm LLC,39.2544,-79.4672,40.0,Wind,wind
USA0058124,Rothschild Biomass Cogen Facility,44.8878,-89.6297,57.5,Waste,waste
USA0061751,Rotor Clip,40.5391,-74.5324,2.8,Solar,solar
USA0003050,Round Butte,44.6058,-121.2773,372.5,Hydro,hydro
USA0058715,Roundtop,41.6578,-76.0492,22.0,Gas,gas
USA0050955,Rousselot Inc,42.5217,-70.9387,6.7,Gas,gas
USA0062580,Route 14A CDG Solar North and South LLC,42.8151,-77.0461,4.0,Solar,solar
USA0059031,Route 57 Solar,42.0589,-72.6642,1.5,Solar,solar
USA0058681,Route 66 Wind Plant,35.2053,-101.4342,150.0,Wind,wind
USA0007826,Rowan,35.7314,-80.6019,1192.0,Gas,gas
USA0007480,Rowesville Rd Plant,33.4366,-80.8474,9.6,Gas,gas
USA0002712,Roxboro,36.4833,-79.0731,2558.2,Coal,coal
USA0058340,Roxboro Farm,36.4797,-78.9174,5.0,Solar,solar
USA0061288,Roxboro Solar Farm  LLC,36.3268,-78.6222,5.0,Solar,solar
USA0059831,Royal Solar,35.216,-78.689,4.9,Solar,solar
USA0060781,Royal Wine Corp Solar Power Plant,40.6636,-74.1002,1.0,Solar,solar
USA0006407,Roza,46.6184,-120.4778,12.9,Hydro,hydro
USA0058255,Rubart,37.5586,-101.0994,120.0,Gas,gas
USA0059410,Rudy Solar  LLC,34.7664,-117.3236,1.5,Solar,solar
USA0057097,Rugby Wind Power Project,48.4968,-99.9513,149.0,Wind,wind
USA0010495,Rumford Cogeneration,44.5513,-70.5414,102.6,Biomass,biomass
USA0010493,Rumford Falls Hydro Facility,44.5486,-70.6283,44.5,Hydro,hydro
USA0055100,Rumford Power LLC,44.5303,-70.5219,274.5,Gas,gas
USA0062397,Runway  Solar Farm,33.6677,-78.918,2.0,Solar,solar
USA0000357,Rush Creek,37.767,-119.1233,13.1,Hydro,hydro
USA0060619,Rush Creek Wind,39.1721,-103.8454,600.0,Wind,wind
USA0006155,Rush Island,38.1312,-90.2632,1242.0,Coal,coal
USA0060592,Rush Springs Wind,34.6829,-97.8293,249.9,Wind,wind
USA0060922,Ruskin Solar,35.274,-78.022,2.0,Solar,solar
USA0056467,Russell City Energy Center,37.6347,-122.1338,655.0,Gas,gas
USA0056694,Russell D Smith,46.7392,-119.1122,6.1,Hydro,hydro
USA0001319,Russell Downtown,38.8933,-98.8569,15.7,Gas,gas
USA0007930,Russell Energy Center,38.8997,-98.8394,15.0,Gas,gas
USA0058449,Rutan,34.6439,-118.1631,4.0,Solar,solar
USA0050411,Rutgers Biomedical and Health Cogen,40.7393,-74.1876,10.5,Gas,gas
USA0059589,Rutherford Farm,35.2578,-81.8306,74.8,Solar,solar
USA0055571,Ruthton Ridge LLC,44.2128,-96.2131,1.9,Wind,wind
USA0003723,Rutland,43.603,-72.9923,13.2,Oil,oil
USA0000495,Ruxton Park,38.8414,-104.9738,1.0,Hydro,hydro
USA0002194,Ryan,47.5699,-111.1225,52.8,Hydro,hydro
USA0051026,Ryegate Power Station,44.2131,-72.0572,21.5,Waste,waste
USA0057427,Ryegrass Windfarm,43.0371,-115.4397,23.0,Wind,wind
USA0002682,S A Carlson,42.0933,-79.2478,96.3,Gas,gas
USA0002351,S C Moore,44.3356,-71.8742,190.8,Hydro,hydro
USA0050447,S D Warren Westbrook,43.6849,-70.3532,69.7,Waste,waste
USA0050896,S E Hazelton A,42.5867,-114.0675,8.399999999999999,Hydro,hydro
USA0000689,S O Purdom,30.1623,-84.2007,270.1,Gas,gas
USA0056208,S&P Windfarm LLC,43.6514,-95.3825,2.0,Wind,wind
USA0058063,SABIC Innovative Plastics Mt. Vernon,37.9103,-87.9261,108.0,Gas,gas
USA0057665,SAF Hydroelectric LLC,44.9789,-93.2478,9.599999999999998,Hydro,hydro
USA0056915,SAS Solar Farm,35.8136,-78.7503,2.0,Solar,solar
USA0059074,SC 1 Data Center  Phase 2,37.3617,-121.9436,92.70000000000002,Oil,oil
USA0057843,SC Landfill Energy LLC,39.5889,-75.3764,1.9,Waste,waste
USA0007551,SCA Cogen 2,38.5309,-121.4001,193.4,Gas,gas
USA0063021,SCCCD - Clovis Community College,36.8855,-119.7319,1.3,Solar,solar
USA0063068,SCCCD - Fresno Community College,36.7666,-119.7986,2.2,Solar,solar
USA0061006,SCDA Solar 1,38.6902,-121.5865,7.0,Solar,solar
USA0061432,SCE&G Curie CSG,32.89,-81.106,2.0,Solar,solar
USA0061433,SCE&G Nimitz CSG,32.4978,-80.9561,8.0,Solar,solar
USA0061434,SCE&G Springfield CSG,33.491,-81.297,6.1,Solar,solar
USA0059359,SCE-Snowline-Duncan Road (North),34.4739,-117.5628,1.5,Solar,solar
USA0059360,SCE-Snowline-Duncan Road (South),34.4714,-117.5622,1.0,Solar,solar
USA0059423,SCE-Snowline-White Rd (Central),34.4153,-117.47,1.5,Solar,solar
USA0059422,SCE-Snowline-White Road (North),34.4175,-117.4697,1.5,Solar,solar
USA0059421,SCE-Snowline-White Road (South),34.4131,-117.4708,1.5,Solar,solar
USA0063715,SCU000 El Camino Real Fuel Cell,37.3499,-121.9406,1.5,Gas,gas
USA0059138,SDCCD - Miramar,32.9061,-117.1214,1.1,Solar,solar
USA0059139,SDCWA - Twin Oaks,33.21,-117.1706,1.1,Solar,solar
USA0063647,SDM000 Clarkson Fuel Cell,40.6551,-73.9441,1.8,Gas,gas
USA0050231,SDS Lumber Gorge Energy Division,45.7131,-121.4692,10.0,Waste,waste
USA0056873,SECCRA Community Landfill,39.8639,-75.8428,2.5,Waste,waste
USA0010439,SEGS III,35.0069,-117.5558,34.2,Solar,solar
USA0010440,SEGS IV,35.0122,-117.5557,34.2,Solar,solar
USA0010446,SEGS IX,35.033,-117.338,92.0,Solar,solar
USA0010441,SEGS V,35.0195,-117.5555,34.2,Solar,solar
USA0010442,SEGS VI,35.021,-117.5661,35.0,Solar,solar
USA0010443,SEGS VII,35.0148,-117.5659,35.0,Solar,solar
USA0010444,SEGS VIII,35.0308,-117.3563,92.0,Solar,solar
USA0050290,SEMASS Resource Recovery,41.8022,-70.7875,98.5,Waste,waste
USA0058073,SEPV 1,34.6189,-117.9394,2.0,Solar,solar
USA0059730,SEPV 18,34.6136,-117.9344,2.0,Solar,solar
USA0058074,SEPV 2,34.1742,-116.1528,2.0,Solar,solar
USA0058234,SEPV 8,34.1719,-116.1525,12.0,Solar,solar
USA0060745,SEPV Imperial Dixieland East,32.792,-115.7734,2.0,Solar,solar
USA0060744,SEPV Imperial Dixieland West,32.7941,-115.7793,3.0,Solar,solar
USA0059740,SEPV Mojave West,35.0229,-118.2827,20.0,Solar,solar
USA0059273,SEPV Palmdale East,34.6131,-117.9389,10.0,Solar,solar
USA0058227,SEPV9 Power Plant,34.1922,-116.0903,9.0,Solar,solar
USA0058479,SEV NM Phase 2,33.3511,-104.5069,2.0,Solar,solar
USA0057971,SF Southeast Cogen Plant,37.7397,-122.3925,2.1,Biomass,biomass
USA0057043,SF State University,37.7239,-122.4775,1.6,Gas,gas
USA0062649,SFDK Solar,38.1322,-122.232,6.3,Solar,solar
USA0060108,SID Solar I  LLC,35.2586,-81.5056,5.0,Solar,solar
USA0057928,SIUC,37.7119,-89.215,5.1,Coal,coal
USA0056080,SJ/SC WPCP,37.4344,-121.9464,8.399999999999999,Gas,gas
USA0060391,SJA Solar LLC-Solterra Monastery CSG,42.2834,-72.0085,20.1,Solar,solar
USA0061487,SL Babylon,40.7308,-73.3758,9.0,Solar,solar
USA0057903,SMMPA Methane Energy Facility,45.8478,-93.3542,1.6,Waste,waste
USA0058547,SMPA Solar 1 Community Solar,38.2725,-108.7856,1.0,Solar,solar
USA0057671,SMUD at Fleshman,38.2378,-121.3375,2.9,Solar,solar
USA0057669,SMUD at Grundman,38.3647,-121.4128,17.0,Solar,solar
USA0057753,SMUD at Lawrence,38.3389,-121.4313,1.0,Solar,solar
USA0057670,SMUD at Van Conett,38.2531,-121.2789,2.9,Solar,solar
USA0063617,SOCCD,33.6764,-117.7773,1.3,Storage,storage
USA0007552,SPA Cogen 3,38.511,-121.4735,173.9,Gas,gas
USA0059658,SPI Anderson 2,40.4723,-122.3242,30.2,Waste,waste
USA0057736,SPS1 Dollarhide,32.1274,-103.1378,10.0,Solar,solar
USA0057737,SPS2 Jal,32.1836,-103.1831,10.0,Solar,solar
USA0057738,SPS3 Lea,32.4697,-103.3233,10.0,Solar,solar
USA0057739,SPS4 Monument,32.6819,-103.3036,10.1,Solar,solar
USA0057740,SPS5 Hopi,32.3456,-104.2347,10.1,Solar,solar
USA0062367,SR Arlington II,31.4155,-84.8307,102.5,Solar,solar
USA0059947,SR Camden,33.6315,-92.7036,12.0,Solar,solar
USA0059535,SR Hazlehurst,31.8103,-82.575,20.0,Solar,solar
USA0060853,SR Houston,33.9267,-88.9976,3.1,Solar,solar
